_id,Tip imobil,Tip strada,Denumire strada,Zona,S utila,Pret tranzactie LEI,An constructie imobil,Perioada tranzactie
2103,apartament,Strada,BAICULUI,iancului,89.8,650227,2023.0,2024-T4
2104,apartament,Strada,BAICULUI,iancului,90.0,650292,2023.0,2024-T3
2105,apartament,Strada,BAICULUI,iancului,92.6,626261,2023.0,2024-T1
2106,apartament,Strada,BAICULUI,iancului,92.7,650430,2023.0,2024-T2
2108,apartament,Strada,BAICULUI,iancului,60.5,619696,2023.0,2024-T2
2109,apartament,Strada,BAICULUI,iancului,34.7,280285,2023.0,2024-T1
2110,apartament,Strada,BAICULUI,iancului,56.0,509503,2023.0,2024-T1
2111,apartament,Strada,BAICULUI,iancului,47.3,542230,2023.0,2024-T4
2112,apartament,Strada,BAICULUI,iancului,44.1,413383,2023.0,2024-T1
2113,apartament,Strada,BAICULUI,iancului,53.1,511477,2023.0,2024-T1
2115,apartament,Strada,BAICULUI,iancului,54.7,634720,2023.0,2024-T4
2116,apartament,Strada,BAICULUI,iancului,53.4,430051,2023.0,2024-T1
2117,apartament,Strada,BAICULUI,iancului,54.0,545023,2023.0,2024-T1
2118,apartament,Strada,BAICULUI,iancului,51.2,373110,1984.0,2024-T4
2119,apartament,Strada,BAICULUI,colentina,74.55,452816,2004.0,2024-T1
2120,apartament,Strada,BAICULUI,colentina,68.38,497598,2000.0,2024-T3
2121,apartament,Strada,BAICULUI,colentina,70.86,517289,2001.0,2024-T4
2122,apartament,Strada,BAICULUI,iancului,45.02,236840,1985.0,2024-T1
2123,apartament,Strada,BAICULUI,iancului,55.77,286500,1986.0,2024-T3
2124,apartament,Strada,BANITEI,tei,46.49,400000,1970.0,2024-T2
2127,apartament,Strada,BARBU PARIS MUMULEANU,centrala,47.6,676600,2015.0,2024-T4
2128,apartament,Strada,BARBU PARIS MUMULEANU,centrala,61.2,388135,2015.0,2024-T2
2129,apartament,Strada,BARBU VACARESCU,tei,43.4,458861,2020.0,2024-T3
2130,apartament,Strada,BARBU VACARESCU,tei,44.4,388135,2020.0,2024-T1
2131,apartament,Strada,BARBU VACARESCU,tei,55.2,388135,2020.0,2024-T2
2132,apartament,Strada,BARBU VACARESCU,tei,55.3,388135,2020.0,2024-T3
2133,apartament,Strada,BARBU VACARESCU,tei,55.7,670842,2017.0,2024-T3
2134,apartament,Strada,BARBU VACARESCU,tei,56.2,542014,2020.0,2024-T2
2135,apartament,Strada,BARBU VACARESCU,tei,57.1,591917,2020.0,2024-T3
2138,apartament,Strada,BARBU VACARESCU,tei,57.1,388135,2020.0,2024-T3
2139,apartament,Strada,BARBU VACARESCU,tei,58.6,388135,2021.0,2024-T1
2140,apartament,Strada,BARBU VACARESCU,tei,47.35,696584,2020.0,2024-T4
2141,apartament,Strada,BARBU VACARESCU,floreasca,43.65,477642,1960.0,2024-T2
2142,apartament,Strada,BARBU VACARESCU,floreasca,43.57,442944,1959.0,2024-T1
2143,apartament,Strada,BARBU VACARESCU,floreasca,46.05,592203,1960.0,2024-T1
2144,apartament,Strada,BARBU VACARESCU,floreasca,44.14,397880,1958.0,2024-T3
2145,apartament,Strada,BARBU VACARESCU,floreasca,59.76,388135,1958.0,2024-T2
2146,apartament,Strada,BARBU VACARESCU,floreasca,47.4,487060,1960.0,2024-T2
2147,apartament,Strada,BARBU VACARESCU,tei,61.4,388135,2023.0,2024-T4
2148,apartament,Strada,BARBU VACARESCU,tei,49.7,388135,2023.0,2024-T1
2149,apartament,Strada,BARBU VACARESCU,tei,51.005,388135,2023.0,2024-T4
2150,apartament,Strada,BARBU VACARESCU,tei,103.1,388135,2023.0,2024-T4
2151,apartament,Strada,BARBU VACARESCU,tei,82.3,388135,2023.0,2024-T2
2152,apartament,Strada,BARBU VACARESCU,tei,102.4,388135,2023.0,2024-T1
2155,apartament,Strada,BARBU VACARESCU,tei,36.1,699389,2023.0,2024-T1
2156,apartament,Strada,BARBU VACARESCU,tei,39.4,656988,2023.0,2024-T4
2157,apartament,Strada,BARBU VACARESCU,tei,57.0,388135,2023.0,2024-T4
2158,apartament,Strada,BARBU VACARESCU,tei,57.0,536554,2023.0,2024-T3
2159,apartament,Strada,BARBU VACARESCU,tei,82.0,388135,2023.0,2024-T1
2160,apartament,Strada,BARBU VACARESCU,tei,97.4,388135,2023.0,2024-T3
2164,apartament,Strada,BARBU VACARESCU,tei,57.0,388135,2023.0,2024-T3
2167,apartament,Strada,BARBU VACARESCU,tei,38.07,368164,1990.0,2024-T1
2168,apartament,Strada,BARBU VACARESCU,tei,40.29,457838,1992.0,2024-T1
2169,apartament,Strada,BARBU VACARESCU,tei,81.74,388135,1991.0,2024-T2
2170,apartament,Strada,BARTOK BELA,floreasca,54.22,462500,1960.0,2024-T3
2171,apartament,Strada,BATISTE,centrala,51.005,388135,1947.0,2024-T1
2172,casa,Strada,BATISTE,centrala,56.6,225000,2002.0,2024-T2
2173,apartament,Strada,BATISTE,centrala,93.85,388135,1941.0,2024-T2
2174,apartament,Strada,BATISTE,centrala,22.43,273714,1960.0,2024-T3
2175,apartament,Strada,BERECHET,tei,30.34,328300,2018.0,2024-T1
2176,apartament,Strada,BERECHET,tei,59.86,575000,2009.0,2024-T1
2177,apartament,Strada,BERECHET,tei,36.84,338161,1989.0,2024-T4
2178,apartament,Strada,BERECHET,tei,36.9,303609,1987.0,2024-T3
2179,apartament,Strada,BERECHET,tei,36.94,251248,1992.0,2024-T3
2180,apartament,Strada,BERECHET,tei,37.17,298392,1986.0,2024-T4
2182,apartament,Strada,BISERICA MARCUTA,pantelimon,35.5,258752,1974.0,2024-T1
2183,apartament,Strada,BISERICA MARCUTA,pantelimon,35.08,119440,1970.0,2024-T3
2184,apartament,Strada,BISERICA MARCUTA,pantelimon,35.33,66000,1989.0,2024-T1
2185,apartament,Strada,BISERICA MARCUTA,pantelimon,38.95,184141,1971.0,2024-T2
2186,apartament,Strada,BISERICA MARCUTA,pantelimon,34.7,269373,1974.0,2024-T2
2187,apartament,Strada,BISERICA MARCUTA,pantelimon,38.38,313100,1992.0,2024-T3
2188,casa,Strada,BISERICA PANTELIMON,centrala,74.6,388135,1996.0,2024-T1
2189,apartament,Strada,BODESTI,pantelimon,81.89,437642,1978.0,2024-T3
2190,apartament,Strada,BODESTI,pantelimon,60.46,298614,1975.0,2024-T1
2191,apartament,Strada,BODESTI,pantelimon,64.12,442604,1978.0,2024-T4
2192,apartament,Strada,BODESTI,pantelimon,68.32,460402,1978.0,2024-T4
2195,apartament,Strada,BOZIORU,centrala,60.8,388135,1947.0,2024-T3
2197,apartament,Strada,BRASOVENI,tei,24.0,158272,1984.0,2024-T1
2198,apartament,Strada,BRASOVENI,tei,59.6,324023,1985.0,2024-T3
2199,apartament,Strada,BRASOVENI,tei,51.99,260093,1987.0,2024-T4
2200,apartament,Strada,BRASOVENI,tei,49.84,290000,1981.0,2024-T2
2201,apartament,Strada,BRASOVENI,tei,53.0,559485,1980.0,2024-T4
2202,apartament,Strada,BRASOVENI,tei,53.5,388135,1980.0,2024-T4
2203,apartament,Strada,BRASOVENI,tei,53.59,34100,1980.0,2024-T1
2204,apartament,Strada,BRASOVENI,tei,23.53,216500,1984.0,2024-T3
2205,apartament,Strada,BRASOVENI,tei,38.8,173922,1958.0,2024-T2
2206,apartament,Strada,BRASOVENI,tei,75.95,691816,1985.0,2024-T3
2208,apartament,Strada,BRATULUI,centrala,79.89,388135,2009.0,2024-T1
2209,apartament,Strada,BREBU,tei,62.76,472245,1985.0,2024-T2
2210,apartament,Strada,BREBU,tei,50.99,400000,1985.0,2024-T4
2211,apartament,Strada,BREBU,tei,63.9,542506,1986.0,2024-T4
2212,apartament,Strada,BREBU,tei,64.48,375000,1987.0,2024-T3
2213,apartament,Strada,BREBU,tei,77.7,522675,1985.0,2024-T4
2215,apartament,Strada,BUDILA,centrala,55.43,378224,1932.0,2024-T2
2216,apartament,Strada,BUDILA,centrala,33.9,447696,2015.0,2024-T2
2217,apartament,Strada,BUDILA,centrala,33.9,385678,2015.0,2024-T1
2218,apartament,Strada,BUDILA,centrala,33.9,472492,2015.0,2024-T3
2219,apartament,Strada,BUDILA,centrala,43.2,597000,2015.0,2024-T3
2220,casa,Strada,BUESTRULUI,floreasca,49.0,388135,1933.0,2024-T1
2223,apartament,Strada,C. A. ROSETTI,centrala,30.9,183734,1938.0,2024-T1
2224,apartament,Strada,C. A. ROSETTI,centrala,33.33,243760,1931.0,2024-T1
2225,apartament,Strada,CAIMATEI,centrala,77.2,412712,1937.0,2024-T1
2226,casa,Strada,"CALIN OTTOI, DOCTOR",vatra luminoasa,51.26,388135,2002.0,2024-T1
2227,apartament,Strada,"CALISTRAT GROZOVICI, DOCTOR",tei,31.6,283632,1958.0,2024-T3
2228,apartament,Strada,"CALISTRAT GROZOVICI, DOCTOR",tei,30.67,200000,1991.0,2024-T3
2229,apartament,Strada,"CALISTRAT GROZOVICI, DOCTOR",tei,30.78,248909,1958.0,2024-T1
2230,casa,Strada,CALLIMACHI,colentina,56.07,607203,1960.0,2024-T3
2231,apartament,Strada,CALUSEI,centrala,51.005,250000,1935.0,2024-T4
2234,apartament,Strada,CALUSEI,centrala,103.0,388135,2023.0,2024-T3
2235,apartament,Strada,CALUSEI,centrala,29.35,597276,1930.0,2024-T3
2236,apartament,Strada,CALUSEI,centrala,33.7,452124,2019.0,2024-T4
2237,apartament,Strada,CALUSEI,centrala,26.4,348362,2019.0,2024-T3
2238,apartament,Strada,CALUSEI,centrala,74.2,600000,2020.0,2024-T2
2239,apartament,Strada,CALUSEI,centrala,92.19,500000,2019.0,2024-T4
2240,apartament,Strada,CALUSEI,centrala,58.2,373178,1960.0,2024-T3
2241,apartament,Strada,CAMINULUI,iancului,42.9,308500,1961.0,2024-T4
2242,apartament,Strada,CAMINULUI,iancului,43.2,327659,1962.0,2024-T2
2243,apartament,Strada,CAMINULUI,iancului,44.66,333426,1973.0,2024-T2
2244,apartament,Strada,CAMINULUI,iancului,42.4,298560,1961.0,2024-T3
2245,apartament,Strada,CAMINULUI,iancului,20.75,159008,1928.0,2024-T3
2247,apartament,Strada,CAMINULUI,iancului,44.87,298608,1960.0,2024-T3
2248,apartament,Strada,CAMINULUI,iancului,45.7,242278,1961.0,2024-T4
2249,apartament,Strada,CAMINULUI,iancului,44.7,338429,1960.0,2024-T2
2250,apartament,Strada,CAMINULUI,iancului,51.63,323485,1965.0,2024-T3
2253,casa,Strada,CAMPUL CU NARCISE,ion creanga,78.53,497650,1960.0,2024-T3
2254,apartament,Strada,CAMPUL CU NARCISE,ion creanga,51.005,388135,2010.0,2024-T4
2255,apartament,Strada,CAMPUL CU NARCISE,ion creanga,51.005,388135,2010.0,2024-T2
2256,apartament,Strada,CARAUSILOR,iancului,61.9,561869,2021.0,2024-T1
2257,apartament,Strada,CARAUSILOR,iancului,76.6,550200,2021.0,2024-T4
2258,apartament,Strada,CARAUSILOR,iancului,52.7,385000,2021.0,2024-T2
2259,apartament,Strada,CARAUSILOR,iancului,61.9,497140,2021.0,2024-T2
2261,apartament,Strada,CARAUSILOR,iancului,44.9,248820,2021.0,2024-T1
2262,apartament,Strada,CAREI,pantelimon,36.44,318000,1987.0,2024-T1
2263,apartament,Strada,CAREI,pantelimon,56.44,239318,1986.0,2024-T3
2264,apartament,Strada,CAREI,pantelimon,35.77,243481,1987.0,2024-T3
2265,apartament,Strada,CAREI,pantelimon,36.35,297500,1986.0,2024-T4
2266,apartament,Strada,CAREI,pantelimon,36.82,251349,1987.0,2024-T3
2267,apartament,Strada,CAREI,pantelimon,36.99,263726,1987.0,2024-T2
2268,apartament,Strada,CAREI,pantelimon,37.0,250000,1987.0,2024-T1
2269,apartament,Strada,CAREI,pantelimon,37.15,248790,1987.0,2024-T3
2270,apartament,Strada,CAREI,pantelimon,37.69,246262,1986.0,2024-T1
2271,apartament,Strada,CAREI,pantelimon,37.8,225000,1980.0,2024-T2
2272,apartament,Strada,CAREI,pantelimon,38.94,273619,1993.0,2024-T3
2273,apartament,Strada,CAREI,pantelimon,65.69,298614,1991.0,2024-T1
2274,apartament,Strada,CAREI,pantelimon,47.2,368291,1982.0,2024-T4
2275,apartament,Strada,CAREI,pantelimon,47.61,452605,1982.0,2024-T2
2278,casa,Strada,CERCULUI,centrala,51.005,388135,2022.0,2024-T1
2279,apartament,Strada,CERCULUI,centrala,50.06,105341,2005.0,2024-T1
2280,apartament,Strada,CERCULUI,centrala,49.36,427996,2012.0,2024-T3
2281,apartament,Strada,CERNA,tei,36.27,396731,2011.0,2024-T4
2283,apartament,Strada,CERNAUTI,pantelimon,46.1,351661,1984.0,2024-T3
2284,apartament,Strada,CERNAUTI,pantelimon,55.1,525000,2021.0,2024-T4
2285,apartament,Strada,CERNAUTI,pantelimon,43.95,263669,2000.0,2024-T3
2286,apartament,Strada,CERNAUTI,pantelimon,43.3,248800,2001.0,2024-T4
2287,apartament,Strada,CERNAUTI,pantelimon,27.8,203033,1982.0,2024-T2
2288,apartament,Strada,CERNAUTI,pantelimon,28.33,169184,1982.0,2024-T1
2289,apartament,Strada,CERNAUTI,pantelimon,46.17,332800,1982.0,2024-T1
2290,apartament,Strada,CERNAUTI,pantelimon,47.91,298330,1982.0,2024-T3
2291,apartament,Strada,CERNAUTI,pantelimon,50.69,318438,1982.0,2024-T2
2292,apartament,Strada,CERNAUTI,pantelimon,65.7,502121,1982.0,2024-T1
2293,apartament,Strada,CERNAUTI,pantelimon,80.35,645542,1982.0,2024-T2
2294,apartament,Strada,CERNAUTI,pantelimon,50.71,415487,1984.0,2024-T1
2295,apartament,Strada,CHIRISTIGIILOR,colentina,23.1,261266,1986.0,2024-T1
2296,apartament,Strada,CHIRISTIGIILOR,colentina,65.81,600000,1987.0,2024-T3
2297,apartament,Strada,CHIRISTIGIILOR,colentina,52.8,594393,2022.0,2024-T1
2298,apartament,Strada,CHIRISTIGIILOR,colentina,35.6,488450,2022.0,2024-T3
2299,apartament,Strada,CHIRISTIGIILOR,colentina,35.4,466543,2022.0,2024-T4
2300,apartament,Strada,CHIRISTIGIILOR,colentina,35.4,482473,2022.0,2024-T4
2301,apartament,Strada,CHIRISTIGIILOR,colentina,35.5,418009,2022.0,2024-T2
2302,apartament,Strada,CHIRISTIGIILOR,colentina,37.2,433945,2022.0,2024-T4
2303,apartament,Strada,CHIRISTIGIILOR,colentina,59.3,388135,2022.0,2024-T2
2304,apartament,Strada,CHIRISTIGIILOR,colentina,51.005,388135,2022.0,2024-T1
2305,apartament,Strada,CHIRISTIGIILOR,colentina,48.6,597036,2022.0,2024-T2
2306,apartament,Strada,CHIRISTIGIILOR,colentina,37.0,412991,2022.0,2024-T2
2307,apartament,Strada,CHIRISTIGIILOR,colentina,37.2,455593,2022.0,2024-T4
2308,apartament,Strada,CHIRISTIGIILOR,colentina,53.7,599210,2022.0,2024-T1
2309,casa,Strada,CIMENTULUI,centrala,60.0,220000,1960.0,2024-T2
2311,apartament,Strada,CIOBANASULUI,centrala,48.24,385000,2018.0,2024-T4
2312,apartament,Strada,CIOCARLIEI,pantelimon,63.2,425448,1984.0,2024-T3
2313,apartament,Strada,CIOCARLIEI,pantelimon,49.84,348341,1984.0,2024-T2
2314,apartament,Strada,CIOCARLIEI,pantelimon,50.01,227846,1984.0,2024-T2
2315,apartament,Strada,CIOCARLIEI,pantelimon,50.5,380000,1984.0,2024-T1
2316,apartament,Strada,CIOCARLIEI,pantelimon,49.07,328430,1988.0,2024-T2
2317,apartament,Strada,CIOCARLIEI,pantelimon,49.79,343330,1984.0,2024-T4
2318,apartament,Strada,CIOCARLIEI,pantelimon,50.9,358318,1987.0,2024-T3
2319,apartament,Strada,CIOCARLIEI,pantelimon,50.8,360434,1984.0,2024-T1
2320,apartament,Strada,CIOCARLIEI,pantelimon,50.84,382500,1992.0,2024-T4
2321,apartament,Strada,CIOCARLIEI,pantelimon,52.6,350000,1984.0,2024-T4
2322,apartament,Strada,CIOCARLIEI,pantelimon,48.1,360774,1983.0,2024-T2
2323,casa,Strada,CIRESULUI,centrala,51.005,692773,1936.0,2024-T2
2324,apartament,Strada,CIUREA,vatra luminoasa,42.9,309627,1967.0,2024-T1
2325,apartament,Strada,CIUREA,vatra luminoasa,31.53,268742,1976.0,2024-T4
2326,apartament,Strada,CLUCERUL SANDU,pantelimon,60.22,360724,1976.0,2024-T3
2327,apartament,Strada,CLUCERUL SANDU,pantelimon,64.33,355000,1976.0,2024-T2
2328,apartament,Strada,CLUCERUL SANDU,pantelimon,74.89,427979,1977.0,2024-T3
2329,apartament,Strada,CLUCERUL SANDU,pantelimon,74.97,432691,1976.0,2024-T1
2330,apartament,Strada,COMARNIC,colentina,68.8,696411,2021.0,2024-T2
2331,casa,Strada,COMARNIC,colentina,100.0,298800,1960.0,2024-T3
2333,casa,Strada,CONSTANTIN BEIU,tei,51.005,388135,2014.0,2024-T2
2336,apartament,Strada,CONSTANTIN D. GEORGIAN,iancului,55.21,447786,1960.0,2024-T2
2338,apartament,Strada,CONSTANTIN KIRITESCU,centrala,27.56,64021,1937.0,2024-T1
2339,apartament,Strada,CONSTANTIN KIRITESCU,centrala,30.19,323700,1947.0,2024-T4
2340,apartament,Strada,"CONSTANTIN MERISESCU, CAPITAN",centrala,96.5,626586,2010.0,2024-T2
2341,apartament,Strada,CONSTANTIN NACU,centrala,37.94,323421,1934.0,2024-T2
2342,apartament,Strada,CONSTANTIN NACU,centrala,95.38,497490,1937.0,2024-T3
2346,apartament,Strada,"CONSTANTIN ZLATESCU, LOCOTENENT DOCTOR",centrala,60.95,471199,1981.0,2024-T4
2347,apartament,Strada,"CONSTANTIN ZLATESCU, LOCOTENENT DOCTOR",centrala,58.5,373162,1964.0,2024-T4
2349,apartament,Strada,CORBENI,centrala,17.81,128111,2016.0,2024-T1
2350,apartament,Strada,CORBENI,centrala,85.82,250000,2016.0,2024-T2
2356,apartament,Strada,COSTACHE CONACHI,iancului,77.22,245112,1984.0,2024-T1
2357,apartament,Strada,COSTACHE CONACHI,iancului,50.81,323100,1984.0,2024-T3
2358,apartament,Strada,COSTACHE CONACHI,iancului,66.79,268686,1988.0,2024-T4
2359,apartament,Strada,COSTACHE CONACHI,iancului,78.35,405000,1985.0,2024-T1
2360,apartament,Strada,COSTACHE CONACHI,iancului,51.32,457810,1984.0,2024-T4
2361,apartament,Strada,COSTACHE CONACHI,iancului,78.25,489924,1986.0,2024-T3
2362,apartament,Strada,CRAPULUI,pantelimon,37.93,208912,2013.0,2024-T2
2364,apartament,Strada,CREMENITA,colentina,25.41,266518,2024.0,2024-T4
2365,apartament,Strada,CREMENITA,colentina,46.08,333412,1978.0,2024-T2
2366,apartament,Strada,CREMENITA,colentina,37.17,332350,2017.0,2024-T3
2367,apartament,Strada,CREMENITA,colentina,29.94,174458,1978.0,2024-T3
2368,apartament,Strada,CREMENITA,colentina,31.31,233581,1989.0,2024-T2
2369,apartament,Strada,CREMENITA,colentina,31.35,203893,1978.0,2024-T1
2370,apartament,Strada,CREMENITA,colentina,52.52,625000,2018.0,2024-T1
2371,apartament,Strada,CREMENITA,colentina,26.67,245449,2018.0,2024-T1
2372,apartament,Strada,CREMENITA,colentina,33.03,271209,2012.0,2024-T2
2373,apartament,Strada,CREMENITA,colentina,30.1,233735,1980.0,2024-T1
2374,apartament,Strada,CREMENITA,colentina,30.2,155581,1980.0,2024-T1
2375,apartament,Strada,CREMENITA,colentina,30.6,208984,1977.0,2024-T2
2376,apartament,Strada,CREMENITA,colentina,30.68,218966,1980.0,2024-T3
2377,apartament,Strada,CREMENITA,colentina,31.15,227500,1991.0,2024-T3
2378,apartament,Strada,CREMENITA,colentina,28.04,265852,2014.0,2024-T3
2380,apartament,Strada,CREMENITA,colentina,29.5,239040,1976.0,2024-T4
2381,apartament,Strada,CREMENITA,colentina,45.7,462616,2024.0,2024-T4
2382,apartament,Strada,CREMENITA,colentina,48.24,245908,2024.0,2024-T4
2383,apartament,Strada,CREMENITA,colentina,46.21,474671,2024.0,2024-T4
2384,apartament,Strada,CREMENITA,colentina,47.97,238100,2024.0,2024-T4
2385,apartament,Strada,CRISTEA MATEESCU,tei,48.85,340000,1984.0,2024-T2
2386,apartament,Strada,CRISTEA MATEESCU,tei,50.19,348054,1986.0,2024-T4
2387,apartament,Strada,CRISTEA MATEESCU,tei,63.67,522511,1985.0,2024-T2
2388,apartament,Strada,CRISTEA MATEESCU,tei,50.41,303536,1985.0,2024-T1
2389,apartament,Strada,CRISTEA MATEESCU,tei,50.8,303426,1986.0,2024-T3
2390,apartament,Strada,CRISTEA MATEESCU,tei,52.0,398128,1986.0,2024-T2
2391,apartament,Strada,CRISTEA MATEESCU,tei,47.4,393001,1985.0,2024-T4
2392,apartament,Strada,CRISTEA MATEESCU,tei,65.22,472815,1983.0,2024-T4
2393,apartament,Strada,CRISTEA MATEESCU,tei,64.03,422943,1985.0,2024-T3
2394,apartament,Strada,CRISTEA MATEESCU,tei,51.005,582563,2017.0,2024-T3
2395,apartament,Strada,CRISTEA MATEESCU,tei,25.5,199084,1986.0,2024-T4
2396,apartament,Strada,CRISTEA MATEESCU,tei,55.41,315888,1984.0,2024-T2
2397,apartament,Strada,CRISTEA MATEESCU,tei,65.48,422988,1986.0,2024-T4
2398,apartament,Strada,CRISTEA MATEESCU,tei,70.24,503217,1986.0,2024-T3
2399,apartament,Strada,CRISTEA MATEESCU,tei,50.53,393127,1983.0,2024-T2
2401,casa,Strada,CUPRULUI,centrala,51.005,388135,2002.0,2024-T2
2404,apartament,Strada,DAMBOVICIOARA,tei,46.53,388135,2017.0,2024-T4
2405,apartament,Strada,DAMBOVICIOARA,tei,46.63,388135,2017.0,2024-T2
2406,apartament,Strada,DAMBOVICIOARA,tei,46.69,388135,2017.0,2024-T2
2407,apartament,Strada,DAMBOVICIOARA,tei,71.91,388135,2017.0,2024-T3
2408,apartament,Strada,DAMBOVICIOARA,tei,71.99,388135,2017.0,2024-T2
2409,apartament,Strada,DAMBOVICIOARA,tei,71.93,388135,2017.0,2024-T1
2410,apartament,Strada,DAMBOVICIOARA,tei,71.69,388135,2017.0,2024-T2
2412,casa,Strada,DAMBOVICIOARA,tei,14.58,124423,2024.0,2024-T4
2416,apartament,Strada,"DAVID PRAPORGESCU, GENERAL",centrala,39.75,313154,1936.0,2024-T1
2417,apartament,Strada,DELEA VECHE,centrala,69.55,388135,2011.0,2024-T2
2418,apartament,Strada,DELEA VECHE,centrala,96.09,388135,2010.0,2024-T1
2419,apartament,Strada,DELEA VECHE,centrala,48.1,597226,2011.0,2024-T3
2421,apartament,Strada,DELEA VECHE,centrala,68.5,546744,2009.0,2024-T3
2422,apartament,Strada,DELEA VECHE,centrala,66.95,622124,2011.0,2024-T1
2423,apartament,Strada,DELEA VECHE,centrala,83.14,388135,2012.0,2024-T4
2424,apartament,Strada,DELEA VECHE,centrala,103.2,388135,1955.0,2024-T3
2426,apartament,Strada,DELENI,tei,56.02,537510,1987.0,2024-T4
2427,apartament,Strada,DELENI,tei,58.58,447849,1984.0,2024-T2
2428,apartament,Strada,DELENI,tei,60.08,440000,1989.0,2024-T1
2429,apartament,Strada,DELENI,tei,36.74,317086,1987.0,2024-T4
2430,apartament,Strada,DELENI,tei,57.31,430501,1986.0,2024-T3
2431,apartament,Strada,DELENI,tei,56.65,482623,1978.0,2024-T4
2432,apartament,Strada,DELENI,tei,75.66,621312,1990.0,2024-T2
2433,apartament,Strada,DELENI,tei,73.32,248750,1985.0,2024-T4
2434,apartament,Strada,DELENI,tei,36.6,236374,1986.0,2024-T2
2435,apartament,Strada,DELENI,tei,25.2,243775,1987.0,2024-T4
2436,apartament,Strada,DELFINULUI,pantelimon,63.44,414535,1981.0,2024-T2
2437,apartament,Strada,DELFINULUI,pantelimon,64.27,348286,1983.0,2024-T4
2438,apartament,Strada,DELFINULUI,pantelimon,47.7,61702,1984.0,2024-T3
2439,apartament,Strada,DELFINULUI,pantelimon,63.7,393126,1984.0,2024-T2
2440,apartament,Strada,DELFINULUI,pantelimon,64.39,112695,1983.0,2024-T4
2441,apartament,Strada,DELFINULUI,pantelimon,35.6,248800,1974.0,2024-T2
2442,apartament,Strada,DELFINULUI,pantelimon,47.94,343406,1984.0,2024-T2
2443,apartament,Strada,DELFINULUI,pantelimon,35.11,134073,1975.0,2024-T2
2444,apartament,Strada,DELFINULUI,pantelimon,35.8,149157,1973.0,2024-T4
2445,apartament,Strada,DELFINULUI,pantelimon,35.42,260751,1975.0,2024-T1
2446,apartament,Strada,DELFINULUI,pantelimon,35.43,314456,1974.0,2024-T2
2447,apartament,Strada,DELFINULUI,pantelimon,35.63,199640,1974.0,2024-T1
2448,apartament,Strada,DELFINULUI,pantelimon,35.81,246321,1976.0,2024-T2
2449,apartament,Strada,DELFINULUI,pantelimon,41.5,204065,1970.0,2024-T3
2450,apartament,Strada,DELFINULUI,pantelimon,24.17,188996,1983.0,2024-T1
2451,apartament,Strada,DELFINULUI,pantelimon,53.8,77105,1984.0,2024-T2
2452,apartament,Strada,DELFINULUI,pantelimon,54.25,373155,1984.0,2024-T2
2454,apartament,Strada,DESPOT VODA,centrala,80.94,388135,2011.0,2024-T2
2455,apartament,Strada,DESPOT VODA,centrala,53.39,475255,1980.0,2024-T3
2456,apartament,Strada,DESPOT VODA,centrala,64.0,612087,1980.0,2024-T4
2457,apartament,Strada,DESPOT VODA,centrala,64.58,388135,1980.0,2024-T2
2458,apartament,Strada,DESPOT VODA,centrala,49.1,263209,1940.0,2024-T2
2459,apartament,Strada,"DIMA CRISTESCU, SUBLOCOTENENT",colentina,80.4,646841,1978.0,2024-T2
2460,apartament,Strada,"DIMA CRISTESCU, SUBLOCOTENENT",colentina,47.82,308549,1979.0,2024-T4
2461,apartament,Strada,"DIMA CRISTESCU, SUBLOCOTENENT",colentina,52.07,430407,1980.0,2024-T3
2463,apartament,Strada,"DIMA CRISTESCU, SUBLOCOTENENT",colentina,51.3,447885,1979.0,2024-T2
2465,apartament,Strada,"DIMA CRISTESCU, SUBLOCOTENENT",colentina,54.63,349826,1979.0,2024-T4
2466,apartament,Strada,"DIMA CRISTESCU, SUBLOCOTENENT",colentina,68.39,640000,1978.0,2024-T2
2467,apartament,Strada,DIMITRIE GROZDEA,colentina,66.12,447921,1990.0,2024-T2
2468,apartament,Strada,DIMITRIE GROZDEA,colentina,68.9,649216,2023.0,2024-T1
2469,apartament,Strada,DIMITRIE GROZDEA,colentina,56.4,198996,1989.0,2024-T3
2470,casa,Strada,DIMITRIE HARJEU,vatra luminoasa,51.005,388135,2024.0,2024-T4
2471,apartament,Strada,DIMITRIE HARJEU,vatra luminoasa,88.7,388135,1933.0,2024-T4
2472,apartament,Strada,DIMITRIE HARLESCU,pantelimon,63.23,557200,1983.0,2024-T3
2473,apartament,Strada,DIMITRIE HARLESCU,pantelimon,28.09,149238,1981.0,2024-T4
2474,apartament,Strada,DIMITRIE HARLESCU,pantelimon,28.2,218966,1981.0,2024-T2
2475,apartament,Strada,DIMITRIE HARLESCU,pantelimon,28.54,223606,1980.0,2024-T2
2476,apartament,Strada,DIMITRIE HARLESCU,pantelimon,28.63,227500,1980.0,2024-T2
2477,apartament,Strada,DIMITRIE HARLESCU,pantelimon,28.76,231379,1981.0,2024-T4
2478,apartament,Strada,DIMITRIE HARLESCU,pantelimon,29.02,248649,1981.0,2024-T3
2479,apartament,Strada,DIMITRIE HARLESCU,pantelimon,31.69,278707,1982.0,2024-T1
2480,apartament,Strada,DIMITRIE HARLESCU,pantelimon,31.9,245000,1981.0,2024-T3
2482,apartament,Strada,DIMITRIE RACOVITA,centrala,82.99,388135,1960.0,2024-T4
2483,apartament,Strada,"DIMITRIE SALMEN, GENERAL",centrala,72.29,280000,1933.0,2024-T4
